patchid,label
HNM_0031_00_20230928_0021_21,4
HNM_0031_00_20230928_0021_22,"1,3,4"
HNM_0031_00_20230928_0021_23,"1,3"
HNM_0031_00_20230928_0021_24,"1,3"
HNM_0031_00_20230928_0021_25,"1,3"
HNM_0031_00_20230928_0021_26,4
HNM_0031_00_20230928_0021_27,"1,4,5"
HNM_0031_00_20230928_0021_28,"1,3"
HNM_0031_00_20230928_0021_29,"1,3"
HNM_0031_00_20230928_0021_30,"1,3"
HNM_0031_00_20230928_0021_31,4
HNM_0031_00_20230928_0021_32,"1,4"
HNM_0031_00_20230928_0021_33,1
HNM_0031_00_20230928_0021_34,1
HNM_0031_00_20230928_0021_35,0
HNM_0031_00_20230928_0022_1,1
HNM_0031_00_20230928_0022_2,1
HNM_0031_00_20230928_0022_3,"1,2"
HNM_0031_00_20230928_0022_4,"1,3"
HNM_0031_00_20230928_0022_5,3
HNM_0031_00_20230928_0022_6,1
HNM_0031_00_20230928_0022_7,1
HNM_0031_00_20230928_0022_8,"2,3"
HNM_0031_00_20230928_0022_9,"1,2,3,5"
HNM_0031_00_20230928_0022_10,"1,3"
HNM_0031_00_20230928_0022_11,1
HNM_0031_00_20230928_0022_12,1
HNM_0031_00_20230928_0022_13,"1,2,3"
HNM_0031_00_20230928_0022_14,"1,2,3"
HNM_0031_00_20230928_0022_15,"1,3"
HNM_0031_00_20230928_0022_16,1
HNM_0031_00_20230928_0022_17,1
HNM_0031_00_20230928_0022_18,"1,3"
HNM_0031_00_20230928_0022_19,"1,2,3"
HNM_0031_00_20230928_0022_20,"1,3"
HNM_0031_00_20230928_0022_21,1
HNM_0031_00_20230928_0022_22,1
HNM_0031_00_20230928_0022_23,1
HNM_0031_00_20230928_0022_24,"1,3"
HNM_0031_00_20230928_0022_25,"1,3,5"
HNM_0031_00_20230928_0022_26,1
HNM_0031_00_20230928_0022_27,1
HNM_0031_00_20230928_0022_28,"1,3"
HNM_0031_00_20230928_0022_29,3
HNM_0031_00_20230928_0022_30,"3,5"
HNM_0031_00_20230928_0022_31,1
HNM_0031_00_20230928_0022_32,1
HNM_0031_00_20230928_0022_33,"1,3"
HNM_0031_00_20230928_0022_34,3
HNM_0031_00_20230928_0022_35,3
HNM_0031_00_20230928_0023_1,"1,2"
HNM_0031_00_20230928_0023_2,"1,3"
HNM_0031_00_20230928_0023_3,"1,3"
HNM_0031_00_20230928_0023_4,"1,3,5"
HNM_0031_00_20230928_0023_5,"1,3,5"
HNM_0031_00_20230928_0023_6,"1,3,8"
HNM_0031_00_20230928_0023_7,"1,3,8"
HNM_0031_00_20230928_0023_8,"1,3"
HNM_0031_00_20230928_0023_9,"1,8"
HNM_0031_00_20230928_0023_10,"1,8"
HNM_0031_00_20230928_0023_11,"1,3"
HNM_0031_00_20230928_0023_12,"1,3,8"
HNM_0031_00_20230928_0023_13,"1,8"
HNM_0031_00_20230928_0023_14,1
HNM_0031_00_20230928_0023_15,"1,8"
HNM_0031_00_20230928_0023_16,1
HNM_0031_00_20230928_0023_17,"1,8"
HNM_0031_00_20230928_0023_18,"1,8"
HNM_0031_00_20230928_0023_19,"1,8"
HNM_0031_00_20230928_0023_20,"1,8"
HNM_0031_00_20230928_0023_21,"1,8"
HNM_0031_00_20230928_0023_22,"1,3,8"
HNM_0031_00_20230928_0023_23,"1,3,8"
HNM_0031_00_20230928_0023_24,"1,8"
HNM_0031_00_20230928_0023_25,"1,8"
HNM_0031_00_20230928_0023_26,1
HNM_0031_00_20230928_0023_27,"1,8"
HNM_0031_00_20230928_0023_28,"1,8"
HNM_0031_00_20230928_0023_29,"1,3,8"
HNM_0031_00_20230928_0023_30,"1,3,8"
HNM_0031_00_20230928_0023_31,1
HNM_0031_00_20230928_0023_32,"1,8"
HNM_0031_00_20230928_0023_33,1
HNM_0031_00_20230928_0023_34,"1,3,8"
HNM_0031_00_20230928_0023_35,"1,8"
HNM_0031_00_20230928_0024_1,"1,3"
HNM_0031_00_20230928_0024_2,"1,3,5"
HNM_0031_00_20230928_0024_3,"1,3,8"
HNM_0031_00_20230928_0024_4,"1,3,8"
HNM_0031_00_20230928_0024_5,"1,3"
HNM_0031_00_20230928_0024_6,"1,3"
HNM_0031_00_20230928_0024_7,"1,8"
HNM_0031_00_20230928_0024_8,"1,8"
HNM_0031_00_20230928_0024_9,"1,8"
HNM_0031_00_20230928_0024_10,"1,8"
HNM_0031_00_20230928_0024_11,"1,8"
HNM_0031_00_20230928_0024_12,"1,8"
HNM_0031_00_20230928_0024_13,"1,8"
HNM_0031_00_20230928_0024_14,"1,8"
HNM_0031_00_20230928_0024_15,"1,8"
HNM_0031_00_20230928_0024_16,"1,8"
HNM_0031_00_20230928_0024_17,"1,8"
HNM_0031_00_20230928_0024_18,"1,3,5,8"
HNM_0031_00_20230928_0024_19,"1,8"
HNM_0031_00_20230928_0024_20,"1,8"
HNM_0031_00_20230928_0024_21,"1,8"
HNM_0031_00_20230928_0024_22,1
HNM_0031_00_20230928_0024_23,1
HNM_0031_00_20230928_0024_24,1
HNM_0031_00_20230928_0024_25,1
HNM_0031_00_20230928_0024_26,1
HNM_0031_00_20230928_0024_27,1
HNM_0031_00_20230928_0024_28,1
HNM_0031_00_20230928_0024_29,"1,8"
HNM_0031_00_20230928_0024_30,1
HNM_0031_00_20230928_0024_31,"1,4"
HNM_0031_00_20230928_0024_32,"1,4"
HNM_0031_00_20230928_0024_33,1
HNM_0031_00_20230928_0024_34,"1,4"
HNM_0031_00_20230928_0024_35,"1,4"
HNM_0031_00_20230928_0025_1,1
HNM_0031_00_20230928_0025_2,"1,3"
HNM_0031_00_20230928_0025_3,"1,3"
HNM_0031_00_20230928_0025_4,"1,2,3,6"
HNM_0031_00_20230928_0025_5,"1,3,4"
HNM_0031_00_20230928_0025_6,"3,4"
HNM_0031_00_20230928_0025_7,"1,2,3"
HNM_0031_00_20230928_0025_8,"1,2,3"
HNM_0031_00_20230928_0025_9,"1,3"
HNM_0031_00_20230928_0025_10,"1,3"
HNM_0031_00_20230928_0025_11,"1,3"
HNM_0031_00_20230928_0025_12,"1,3"
HNM_0031_00_20230928_0025_13,"1,2,3,6"
HNM_0031_00_20230928_0025_14,"1,3"
HNM_0031_00_20230928_0025_15,"1,3"
HNM_0031_00_20230928_0025_16,"1,3"
HNM_0031_00_20230928_0025_17,"1,3"
HNM_0031_00_20230928_0025_18,"1,2,3,6"
HNM_0031_00_20230928_0025_19,"1,2,3,6"
HNM_0031_00_20230928_0025_20,"1,2,3,6"
HNM_0031_00_20230928_0025_21,"1,2,3,5,6"
HNM_0031_00_20230928_0025_22,1
HNM_0031_00_20230928_0025_23,"1,2,3,6,8"
HNM_0031_00_20230928_0025_24,"1,2,3,6"
HNM_0031_00_20230928_0025_25,"1,2,3,6"
HNM_0031_00_20230928_0025_26,1
HNM_0031_00_20230928_0025_27,"1,2,3,6"
HNM_0031_00_20230928_0025_28,"1,3"
HNM_0031_00_20230928_0025_29,"1,3"
HNM_0031_00_20230928_0025_30,"1,3"
HNM_0031_00_20230928_0025_31,"1,8"
HNM_0031_00_20230928_0025_32,1
HNM_0031_00_20230928_0025_33,"1,3"
HNM_0031_00_20230928_0025_34,"1,3"
HNM_0031_00_20230928_0025_35,"1,3"
HNM_0031_00_20230928_0026_1,"1,8"
HNM_0031_00_20230928_0026_2,"1,8"
HNM_0031_00_20230928_0026_4,1
HNM_0031_00_20230928_0026_5,1
HNM_0031_00_20230928_0026_6,"1,3"
HNM_0031_00_20230928_0026_7,"1,4"
HNM_0031_00_20230928_0026_8,"1,8"
HNM_0031_00_20230928_0026_9,"1,8"
HNM_0031_00_20230928_0026_10,1
HNM_0031_00_20230928_0026_11,4
HNM_0031_00_20230928_0026_12,1
HNM_0031_00_20230928_0026_13,"1,8"
HNM_0031_00_20230928_0026_14,1
HNM_0031_00_20230928_0026_15,"1,8"
HNM_0031_00_20230928_0026_16,"1,4,8"
HNM_0031_00_20230928_0026_17,"1,4,8"
HNM_0031_00_20230928_0026_18,"1,8"
HNM_0031_00_20230928_0026_19,1
HNM_0031_00_20230928_0026_20,1
HNM_0031_00_20230928_0026_21,1
HNM_0031_00_20230928_0026_22,"1,8"
HNM_0031_00_20230928_0026_23,1
HNM_0031_00_20230928_0026_24,1
HNM_0031_00_20230928_0026_25,1
HNM_0031_00_20230928_0026_26,"1,3"
HNM_0031_00_20230928_0026_27,"1,8"
HNM_0031_00_20230928_0026_28,1
HNM_0031_00_20230928_0026_29,"1,8"
HNM_0031_00_20230928_0026_30,"1,8"
HNM_0031_00_20230928_0026_31,1
HNM_0031_00_20230928_0026_32,1
HNM_0031_00_20230928_0026_33,1
HNM_0031_00_20230928_0026_34,"1,8"
HNM_0031_00_20230928_0026_35,"1,8"
HNM_0031_00_20230928_0027_1,"1,2,6"
HNM_0031_00_20230928_0027_2,"1,3"
HNM_0031_00_20230928_0027_3,"1,2,3,6"
HNM_0031_00_20230928_0027_4,"2,3"
HNM_0031_00_20230928_0027_5,"2,3,6"
HNM_0031_00_20230928_0027_6,"1,3"
HNM_0031_00_20230928_0027_7,3
HNM_0031_00_20230928_0027_8,"2,3"
HNM_0031_00_20230928_0027_9,"1,3,5"
HNM_0031_00_20230928_0027_10,1
HNM_0031_00_20230928_0027_11,"1,3"
HNM_0031_00_20230928_0027_12,"1,2,3"
HNM_0031_00_20230928_0027_13,"1,2,3"
HNM_0031_00_20230928_0027_14,3
HNM_0031_00_20230928_0027_15,"1,2,3,5,6"
HNM_0031_00_20230928_0027_16,"1,2,3,6"
HNM_0031_00_20230928_0027_17,"1,3"
HNM_0031_00_20230928_0027_18,"1,2,3,6"
HNM_0031_00_20230928_0027_19,"2,3"
HNM_0031_00_20230928_0027_20,"3,5"
HNM_0031_00_20230928_0027_21,"2,3,6"
HNM_0031_00_20230928_0027_22,"1,3"
HNM_0031_00_20230928_0027_23,"1,2,3"
HNM_0031_00_20230928_0027_24,3
HNM_0031_00_20230928_0027_25,"3,5"
HNM_0031_00_20230928_0027_26,3
HNM_0031_00_20230928_0027_27,3
HNM_0031_00_20230928_0027_28,"3,5"
HNM_0031_00_20230928_0027_29,"3,5"
HNM_0031_00_20230928_0027_30,3
HNM_0031_00_20230928_0027_31,3
HNM_0031_00_20230928_0027_32,3
HNM_0031_00_20230928_0027_33,"1,3"
HNM_0031_00_20230928_0027_34,"1,3,5"
HNM_0031_00_20230928_0027_35,"1,3,5"
HNM_0031_00_20230928_0028_1,1
HNM_0031_00_20230928_0028_2,1
HNM_0031_00_20230928_0028_3,"1,5"
HNM_0031_00_20230928_0028_4,"1,5"
HNM_0031_00_20230928_0028_5,"1,5"
HNM_0031_00_20230928_0028_6,"1,5"
HNM_0031_00_20230928_0028_7,1
HNM_0031_00_20230928_0028_8,"1,8"
HNM_0031_00_20230928_0028_9,1
HNM_0031_00_20230928_0028_10,1
HNM_0031_00_20230928_0028_11,"1,5"
HNM_0031_00_20230928_0028_12,1
HNM_0031_00_20230928_0028_13,1
HNM_0031_00_20230928_0028_14,1
HNM_0031_00_20230928_0028_15,1
HNM_0031_00_20230928_0028_16,1
HNM_0031_00_20230928_0028_17,1
HNM_0031_00_20230928_0028_18,1
HNM_0031_00_20230928_0028_19,1
HNM_0031_00_20230928_0028_20,1
HNM_0031_00_20230928_0028_21,1
HNM_0031_00_20230928_0028_22,1
HNM_0031_00_20230928_0028_23,1
HNM_0031_00_20230928_0028_24,1
HNM_0031_00_20230928_0028_25,1
HNM_0031_00_20230928_0028_26,"1,3"
HNM_0031_00_20230928_0028_27,1
HNM_0031_00_20230928_0028_28,1
HNM_0031_00_20230928_0028_29,1
HNM_0031_00_20230928_0028_30,1
HNM_0031_00_20230928_0028_31,"1,3,5"
HNM_0031_00_20230928_0028_32,"1,3,5"
HNM_0031_00_20230928_0028_33,1
HNM_0031_00_20230928_0028_34,"1,3,5"
HNM_0031_00_20230928_0028_35,1
HNM_0031_00_20230928_0029_10,"1,3"
HNM_0031_00_20230928_0029_11,"1,3"
HNM_0031_00_20230928_0029_12,"1,3"
HNM_0031_00_20230928_0029_13,"1,5"
HNM_0031_00_20230928_0029_14,5
HNM_0031_00_20230928_0029_15,"1,5"
HNM_0031_00_20230928_0029_16,"1,3,5"
HNM_0031_00_20230928_0029_17,"1,3"
HNM_0031_00_20230928_0029_18,"1,3"
HNM_0031_00_20230928_0029_19,"1,2,3,6"
HNM_0031_00_20230928_0029_20,"1,2,3,6"
HNM_0031_00_20230928_0029_21,"1,3"
HNM_0031_00_20230928_0029_22,"1,3"
HNM_0031_00_20230928_0029_23,"1,3"
HNM_0031_00_20230928_0029_24,"1,3,5"
HNM_0031_00_20230928_0029_25,"1,3,5"
HNM_0031_00_20230928_0029_26,"1,3"
HNM_0031_00_20230928_0029_27,"1,3"
HNM_0031_00_20230928_0029_28,"1,2,3,5,6"
HNM_0031_00_20230928_0029_29,"1,3,5"
HNM_0031_00_20230928_0029_30,"1,3"
HNM_0031_00_20230928_0029_33,"1,2,3,6"
HNM_0031_00_20230928_0029_34,"1,2,3,5,6"
HNM_0031_00_20230928_0029_35,"1,3"
HNM_0031_00_20230928_0030_1,"1,2,3,6"
HNM_0031_00_20230928_0030_2,"1,3,5"
HNM_0031_00_20230928_0030_3,"3,5"
HNM_0031_00_20230928_0030_4,"1,3,5"
HNM_0031_00_20230928_0030_5,"1,3,5"
HNM_0031_00_20230928_0030_6,"1,3,5"
HNM_0031_00_20230928_0030_7,"3,5"
HNM_0031_00_20230928_0030_8,5
HNM_0031_00_20230928_0030_9,5
HNM_0031_00_20230928_0030_10,"1,3,5"
HNM_0031_00_20230928_0030_11,"1,3,5"
HNM_0031_00_20230928_0030_12,5
HNM_0031_00_20230928_0030_13,5
HNM_0031_00_20230928_0030_14,5
HNM_0031_00_20230928_0030_15,5
HNM_0031_00_20230928_0030_16,"1,2,5,6"
HNM_0031_00_20230928_0030_17,5
HNM_0031_00_20230928_0030_18,5
HNM_0031_00_20230928_0030_19,"2,5,6"
HNM_0031_00_20230928_0030_20,"2,5,6"
HNM_0031_00_20230928_0030_21,"1,2,3,6"
HNM_0031_00_20230928_0030_22,5
HNM_0031_00_20230928_0030_23,5
HNM_0031_00_20230928_0030_24,"1,2,3,6"
HNM_0031_00_20230928_0030_25,"1,3"
HNM_0031_00_20230928_0030_26,"1,3"
HNM_0031_00_20230928_0030_27,"1,2,3,6"
HNM_0031_00_20230928_0030_28,"1,3"
HNM_0031_00_20230928_0030_29,"2,3,5,6"
HNM_0031_00_20230928_0030_30,5
HNM_0031_00_20230928_0030_31,"1,2,6"
HNM_0031_00_20230928_0030_32,"1,3"
HNM_0031_00_20230928_0030_33,"1,5"
HNM_0031_00_20230928_0030_34,5
HNM_0031_00_20230928_0030_35,5
HNM_0031_00_20230928_0031_1,"1,2,3,6"
HNM_0031_00_20230928_0031_2,"1,2,3,5,6"
HNM_0031_00_20230928_0031_3,"1,3"
HNM_0031_00_20230928_0031_4,"1,2,3,5,6"
HNM_0031_00_20230928_0031_5,"1,3"
HNM_0031_00_20230928_0031_6,"1,2,3,6"
HNM_0031_00_20230928_0031_7,"1,2,3,6"
HNM_0031_00_20230928_0031_8,"1,2,3,6"
HNM_0031_00_20230928_0031_9,"1,2,3,5,6"
HNM_0031_00_20230928_0031_10,"1,2,3,6"
HNM_0031_00_20230928_0031_11,"1,2,3,6"
HNM_0031_00_20230928_0031_12,"1,2,3,5,6"
HNM_0031_00_20230928_0031_13,"1,2,3,5,6"
HNM_0031_00_20230928_0031_14,"1,2,3,5,6"
HNM_0031_00_20230928_0031_15,"1,2,3,5,6"
HNM_0031_00_20230928_0031_16,"1,2,3,5,6"
HNM_0031_00_20230928_0031_17,"1,2,3,5,6"
HNM_0031_00_20230928_0031_18,"2,3,5,6"
HNM_0031_00_20230928_0031_19,"1,2,3,5,6"
HNM_0031_00_20230928_0031_20,"1,2,3,6"
HNM_0031_00_20230928_0031_21,"1,2,3,5,6"
HNM_0031_00_20230928_0031_22,"1,2,3,5,6"
HNM_0031_00_20230928_0031_23,"1,2,3,5,6"
HNM_0031_00_20230928_0031_24,"1,2,3,5,6"
HNM_0031_00_20230928_0031_25,"1,2,6,8"
HNM_0031_00_20230928_0031_26,3
HNM_0031_00_20230928_0031_27,"1,2,3,6"
HNM_0031_00_20230928_0031_28,"1,2,3,5,6"
HNM_0031_00_20230928_0031_29,"1,2,3,5,6"
HNM_0031_00_20230928_0031_30,"1,3,5,8"
HNM_0031_00_20230928_0031_31,0
HNM_0031_00_20230928_0031_32,"1,8"
HNM_0031_00_20230928_0031_33,"1,3,8"
HNM_0031_00_20230928_0031_34,"1,3"
HNM_0031_00_20230928_0031_35,"1,3,5"
HNM_0031_00_20230928_0032_1,"1,2,6"
HNM_0031_00_20230928_0032_2,3
HNM_0031_00_20230928_0032_3,"1,3,5"
HNM_0031_00_20230928_0032_4,"1,8"
HNM_0031_00_20230928_0032_5,1
HNM_0031_00_20230928_0032_6,1
HNM_0031_00_20230928_0032_7,"1,3,5"
HNM_0031_00_20230928_0032_8,"1,3,5"
HNM_0031_00_20230928_0032_9,1
HNM_0031_00_20230928_0032_10,"1,8"
HNM_0031_00_20230928_0032_11,"1,3,5"
HNM_0031_00_20230928_0032_12,"1,2,3,5,6"
HNM_0031_00_20230928_0032_13,"1,3,5,8"
HNM_0031_00_20230928_0032_14,1
HNM_0031_00_20230928_0032_15,"1,3,8"
HNM_0031_00_20230928_0032_16,"3,5"
HNM_0031_00_20230928_0032_17,"1,3,5"
HNM_0031_00_20230928_0032_18,1
HNM_0031_00_20230928_0032_19,1
HNM_0031_00_20230928_0032_20,"1,3,5"
HNM_0031_00_20230928_0032_21,"1,3,5"
HNM_0031_00_20230928_0032_22,1
HNM_0031_00_20230928_0032_23,1
HNM_0031_00_20230928_0032_24,"1,3"
HNM_0031_00_20230928_0032_25,"3,5"
HNM_0031_00_20230928_0032_26,"1,3"
HNM_0031_00_20230928_0032_27,1
HNM_0031_00_20230928_0032_28,1
HNM_0031_00_20230928_0032_29,"1,3"
HNM_0031_00_20230928_0032_30,"1,3,5"
HNM_0031_00_20230928_0032_31,"1,3,5"
HNM_0031_00_20230928_0032_32,1
HNM_0031_00_20230928_0032_33,1
HNM_0031_00_20230928_0032_34,1
HNM_0031_00_20230928_0032_35,1
HNM_0031_00_20230928_0033_1,"1,3"
HNM_0031_00_20230928_0033_2,"1,3,5"
HNM_0031_00_20230928_0033_3,"1,3,5"
HNM_0031_00_20230928_0033_4,"1,3,5"
HNM_0031_00_20230928_0033_5,"1,3"
HNM_0031_00_20230928_0033_7,"1,3"
HNM_0031_00_20230928_0033_8,"1,5,8"
HNM_0031_00_20230928_0033_9,"1,3,5"
HNM_0031_00_20230928_0033_10,"3,5"
HNM_0031_00_20230928_0033_11,"1,3,5"
HNM_0031_00_20230928_0033_12,"1,3,5,8"
HNM_0031_00_20230928_0033_13,"1,3,5"
HNM_0031_00_20230928_0033_14,"1,3,5"
HNM_0031_00_20230928_0033_15,"1,3,5"
HNM_0031_00_20230928_0033_16,"1,3,5"
HNM_0031_00_20230928_0033_17,"1,8"
HNM_0031_00_20230928_0033_18,"1,3,5,8"
HNM_0031_00_20230928_0033_19,"1,3,5,8"
HNM_0031_00_20230928_0033_20,"1,3,5"
HNM_0031_00_20230928_0033_21,"1,8"
HNM_0031_00_20230928_0033_22,"1,8"
HNM_0031_00_20230928_0033_23,"1,8"
HNM_0031_00_20230928_0033_24,"1,8"
HNM_0031_00_20230928_0033_25,"1,3,5,8"
HNM_0031_00_20230928_0033_26,1
HNM_0031_00_20230928_0033_27,1
HNM_0031_00_20230928_0033_28,"1,8"
HNM_0031_00_20230928_0033_29,1
HNM_0031_00_20230928_0033_30,"1,8"
HNM_0031_00_20230928_0033_31,1
HNM_0031_00_20230928_0033_32,1
HNM_0031_00_20230928_0033_33,1
HNM_0031_00_20230928_0033_34,1
HNM_0031_00_20230928_0033_35,"1,8"
HNM_0031_00_20230928_0034_1,"1,3"
HNM_0031_00_20230928_0034_2,1
HNM_0031_00_20230928_0034_3,"1,3,5"
HNM_0031_00_20230928_0034_4,"1,3"
HNM_0031_00_20230928_0034_5,"1,8"
HNM_0031_00_20230928_0034_7,"1,3,5"
HNM_0031_00_20230928_0034_8,"1,3"
HNM_0031_00_20230928_0034_9,"1,3,5"
HNM_0031_00_20230928_0034_10,"1,2,6"
HNM_0031_00_20230928_0034_11,"1,2,3"
HNM_0031_00_20230928_0034_12,"1,3,5"
HNM_0031_00_20230928_0034_13,"1,2,3,5"
HNM_0031_00_20230928_0034_14,"1,2,3,6"
HNM_0031_00_20230928_0034_15,"1,2,6,8"
HNM_0031_00_20230928_0034_16,"1,3"
HNM_0031_00_20230928_0034_17,"1,3,5"
HNM_0031_00_20230928_0034_18,"1,2,3,5,6"
HNM_0031_00_20230928_0034_19,"1,2,3,5,6"
HNM_0031_00_20230928_0034_20,"1,2,3,5,6"
HNM_0031_00_20230928_0034_21,"1,3,5"
HNM_0031_00_20230928_0034_22,"1,3"
HNM_0031_00_20230928_0034_23,"1,3,5"
HNM_0031_00_20230928_0034_24,"1,3,5"
HNM_0031_00_20230928_0034_25,"2,3,5,6"
HNM_0031_00_20230928_0034_26,"1,3,5"
HNM_0031_00_20230928_0034_27,"1,2,3,5,6"
HNM_0031_00_20230928_0034_28,"1,2,3,6"
HNM_0031_00_20230928_0034_29,"1,3,5"
HNM_0031_00_20230928_0034_30,"1,3,5"
HNM_0031_00_20230928_0034_31,"1,2,3"
HNM_0031_00_20230928_0034_32,"1,2,6"
HNM_0031_00_20230928_0034_33,"1,2,3,6"
HNM_0031_00_20230928_0034_34,"1,3,4"
HNM_0031_00_20230928_0034_35,"4,5"
HNM_0031_00_20230928_0035_1,1
HNM_0031_00_20230928_0035_2,1
HNM_0031_00_20230928_0035_3,"1,3"
HNM_0031_00_20230928_0035_4,1
HNM_0031_00_20230928_0035_5,1
HNM_0031_00_20230928_0035_6,3
HNM_0031_00_20230928_0035_7,"1,3,5"
HNM_0031_00_20230928_0035_8,1
HNM_0031_00_20230928_0035_9,"1,8"
HNM_0031_00_20230928_0035_10,"1,8"
HNM_0031_00_20230928_0035_11,"1,3"
HNM_0031_00_20230928_0035_12,"1,3"
HNM_0031_00_20230928_0035_13,"1,3,5"
HNM_0031_00_20230928_0035_14,"1,3"
HNM_0031_00_20230928_0035_15,"1,3,5"
HNM_0031_00_20230928_0035_16,"1,3"
HNM_0031_00_20230928_0035_17,"1,3"
HNM_0031_00_20230928_0035_18,"1,3"
HNM_0031_00_20230928_0035_19,"1,3"
HNM_0031_00_20230928_0035_20,1
HNM_0031_00_20230928_0035_21,"1,3"
HNM_0031_00_20230928_0035_22,"1,3"
HNM_0031_00_20230928_0035_23,"1,3"
HNM_0031_00_20230928_0035_24,"1,3"
HNM_0031_00_20230928_0035_25,"1,3"
HNM_0031_00_20230928_0035_26,1
HNM_0031_00_20230928_0035_27,"1,3"
HNM_0031_00_20230928_0035_28,"1,3"
HNM_0031_00_20230928_0035_29,"1,3"
HNM_0031_00_20230928_0035_30,"1,3,5"
HNM_0031_00_20230928_0035_34,"1,3"
HNM_0031_00_20230928_0035_35,"1,3,5"
HNM_0031_00_20230928_0036_1,"1,3"
HNM_0031_00_20230928_0036_2,"1,3,5"
HNM_0031_00_20230928_0036_3,1
HNM_0031_00_20230928_0036_4,"1,3,5"
HNM_0031_00_20230928_0036_5,"3,5"
HNM_0031_00_20230928_0036_6,"1,3,5"
HNM_0031_00_20230928_0036_7,"3,5"
HNM_0031_00_20230928_0036_8,"1,3,5"
HNM_0031_00_20230928_0036_9,"3,5"
HNM_0031_00_20230928_0036_10,"3,5"
HNM_0031_00_20230928_0036_11,"1,3,5"
HNM_0031_00_20230928_0036_12,"3,5"
HNM_0031_00_20230928_0036_13,"3,5"
HNM_0031_00_20230928_0036_14,"3,5"
HNM_0031_00_20230928_0036_15,"3,5"
HNM_0031_00_20230928_0036_16,"3,5"
HNM_0031_00_20230928_0036_17,"3,5"
HNM_0031_00_20230928_0036_18,"3,5"
HNM_0031_00_20230928_0036_19,"1,3,5"
HNM_0031_00_20230928_0036_20,"1,3,5"
HNM_0031_00_20230928_0036_21,"3,5"
HNM_0031_00_20230928_0036_22,"3,5"
HNM_0031_00_20230928_0036_23,"1,3,5"
HNM_0031_00_20230928_0036_24,"1,3,5"
HNM_0031_00_20230928_0036_25,"1,2"
HNM_0031_00_20230928_0036_26,"3,5"
HNM_0031_00_20230928_0036_27,"3,5"
HNM_0031_00_20230928_0036_28,"3,5"
HNM_0031_00_20230928_0036_29,"1,3,5"
HNM_0031_00_20230928_0036_30,"1,3"
HNM_0031_00_20230928_0036_31,"3,5"
HNM_0031_00_20230928_0036_32,"3,5"
HNM_0031_00_20230928_0036_33,"3,5"
HNM_0031_00_20230928_0036_34,"1,3,5"
HNM_0031_00_20230928_0036_35,"1,3,5"
HNM_0031_00_20230928_0037_3,1
HNM_0031_00_20230928_0037_4,1
HNM_0031_00_20230928_0037_5,"2,6"
HNM_0031_00_20230928_0037_8,"1,5"
HNM_0031_00_20230928_0037_9,"1,2,6"
HNM_0031_00_20230928_0037_12,"3,5"
HNM_0031_00_20230928_0037_13,"2,3,5,6"
HNM_0031_00_20230928_0037_14,"1,3,5"
HNM_0031_00_20230928_0037_17,"3,5"
HNM_0031_00_20230928_0037_18,"1,3,5"
HNM_0031_00_20230928_0037_19,"1,3,5"
HNM_0031_00_20230928_0037_20,1
HNM_0031_00_20230928_0037_23,"1,2,6"
HNM_0031_00_20230928_0037_24,1
HNM_0031_00_20230928_0037_25,1
HNM_0031_00_20230928_0037_28,"1,2,6"
HNM_0031_00_20230928_0037_29,1
HNM_0031_00_20230928_0037_30,"1,2,6"
HNM_0031_00_20230928_0037_33,1
HNM_0031_00_20230928_0037_34,"1,2,6"
HNM_0031_00_20230928_0037_35,"1,2,6"
HNM_0031_00_20230928_0038_8,"1,5"
HNM_0031_00_20230928_0038_9,"1,2,5,6"
HNM_0031_00_20230928_0038_10,"1,2,5,6"
HNM_0031_00_20230928_0038_13,"1,2,6"
HNM_0031_00_20230928_0038_14,"2,6"
HNM_0031_00_20230928_0038_15,"2,6"
HNM_0031_00_20230928_0038_17,1
HNM_0031_00_20230928_0038_18,"1,2,6"
HNM_0031_00_20230928_0038_19,"2,6"
HNM_0031_00_20230928_0038_20,"2,6"
HNM_0031_00_20230928_0038_21,"1,2,6"
HNM_0031_00_20230928_0038_22,"1,2,6"
HNM_0031_00_20230928_0038_23,1
HNM_0031_00_20230928_0038_24,1
HNM_0031_00_20230928_0038_25,1
HNM_0031_00_20230928_0038_26,1
HNM_0031_00_20230928_0038_27,1
HNM_0031_00_20230928_0038_28,"1,2,6"
HNM_0031_00_20230928_0039_1,0
HNM_0031_00_20230928_0039_2,0
HNM_0031_00_20230928_0039_3,2
HNM_0031_00_20230928_0039_4,"1,2,8"
HNM_0031_00_20230928_0039_5,"1,8"
HNM_0031_00_20230928_0039_6,1
HNM_0031_00_20230928_0039_7,"1,2"
HNM_0031_00_20230928_0039_8,"1,2"
HNM_0031_00_20230928_0039_9,"1,2"
HNM_0031_00_20230928_0039_10,"1,2,3,8"
HNM_0031_00_20230928_0039_11,1
HNM_0031_00_20230928_0039_12,"1,3"
HNM_0031_00_20230928_0039_13,"1,2,3,8"
HNM_0031_00_20230928_0039_14,"1,2"
HNM_0031_00_20230928_0039_15,"1,2,8"
HNM_0031_00_20230928_0039_16,"1,2"
HNM_0031_00_20230928_0039_17,"1,2,3"
HNM_0031_00_20230928_0039_18,"1,2,3,8"
HNM_0031_00_20230928_0039_19,"1,2,3"
HNM_0031_00_20230928_0039_20,"1,2,3"
HNM_0031_00_20230928_0039_21,"1,3"
HNM_0031_00_20230928_0039_22,"1,2,5"
